time,temperature_2m,relative_humidity_2m,precipitation,rain,surface_pressure,wind_speed_10m,wind_direction_10m,weather_code
2021-01-01 00:00:00,10.8,87,0.0,0.0,1010.6,11.2,310,0
2021-01-01 01:00:00,10.1,87,0.0,0.0,1010.2,11.3,307,0
2021-01-01 02:00:00,9.9,86,0.0,0.0,1009.8,10.8,307,0
2021-01-01 03:00:00,9.6,86,0.0,0.0,1009.5,10.5,311,0
2021-01-01 04:00:00,9.5,85,0.0,0.0,1009.5,10.2,309,0
2021-01-01 05:00:00,9.2,91,0.0,0.0,1010.3,9.7,312,0
2021-01-01 06:00:00,8.3,92,0.0,0.0,1010.9,10.5,308,0
2021-01-01 07:00:00,11.0,87,0.0,0.0,1012.1,5.2,304,0
2021-01-01 08:00:00,13.3,77,0.0,0.0,1013.2,5.5,293,0
2021-01-01 09:00:00,15.8,68,0.0,0.0,1013.8,4.8,283,0
2021-01-01 10:00:00,17.9,57,0.0,0.0,1013.5,5.6,285,0
2021-01-01 11:00:00,19.2,48,0.0,0.0,1012.9,8.0,288,0
2021-01-01 12:00:00,20.1,45,0.0,0.0,1011.7,9.2,291,0
2021-01-01 13:00:00,20.6,43,0.0,0.0,1010.6,10.0,291,0
2021-01-01 14:00:00,20.7,42,0.0,0.0,1009.8,10.2,288,0
2021-01-01 15:00:00,20.3,43,0.0,0.0,1009.6,9.2,281,0
2021-01-01 16:00:00,17.9,57,0.0,0.0,1009.6,6.2,263,0
2021-01-01 17:00:00,15.4,62,0.0,0.0,1008.9,9.0,265,0
2021-01-01 18:00:00,14.6,64,0.0,0.0,1009.2,10.2,280,0
2021-01-01 19:00:00,13.7,69,0.0,0.0,1009.7,11.4,294,0
2021-01-01 20:00:00,12.7,76,0.0,0.0,1009.9,12.6,301,0
2021-01-01 21:00:00,12.0,80,0.0,0.0,1009.9,12.4,306,0
2021-01-01 22:00:00,11.5,81,0.0,0.0,1010.1,12.2,315,1
2021-01-01 23:00:00,11.0,81,0.0,0.0,1010.1,11.7,317,2
2021-01-02 00:00:00,10.7,81,0.0,0.0,1009.9,11.2,312,2
2021-01-02 01:00:00,10.2,83,0.0,0.0,1009.6,11.1,306,1
2021-01-02 02:00:00,9.8,83,0.0,0.0,1009.2,10.9,297,3
2021-01-02 03:00:00,9.4,86,0.0,0.0,1009.0,11.0,289,3
2021-01-02 04:00:00,8.9,87,0.0,0.0,1009.2,11.2,285,3
2021-01-02 05:00:00,9.0,91,0.0,0.0,1010.1,9.4,293,3
2021-01-02 06:00:00,9.1,91,0.0,0.0,1010.5,7.8,283,3
2021-01-02 07:00:00,10.8,90,0.0,0.0,1011.4,4.3,270,3
2021-01-02 08:00:00,13.3,77,0.0,0.0,1012.5,5.4,270,3
2021-01-02 09:00:00,15.8,67,0.0,0.0,1013.1,5.4,270,3
2021-01-02 10:00:00,17.9,57,0.0,0.0,1012.5,6.2,280,3
2021-01-02 11:00:00,19.4,49,0.0,0.0,1011.8,7.0,291,3
2021-01-02 12:00:00,20.4,45,0.0,0.0,1010.6,7.8,292,3
2021-01-02 13:00:00,21.0,43,0.0,0.0,1009.5,7.8,283,3
2021-01-02 14:00:00,21.1,41,0.0,0.0,1008.4,6.9,279,3
2021-01-02 15:00:00,20.8,42,0.0,0.0,1007.9,6.6,279,3
2021-01-02 16:00:00,18.3,70,0.0,0.0,1008.2,6.9,298,3
2021-01-02 17:00:00,16.3,63,0.0,0.0,1008.1,8.1,315,2
2021-01-02 18:00:00,15.5,65,0.0,0.0,1008.4,8.7,322,3
2021-01-02 19:00:00,15.2,66,0.0,0.0,1008.8,9.4,313,3
2021-01-02 20:00:00,14.8,69,0.0,0.0,1009.2,9.7,315,3
2021-01-02 21:00:00,14.3,74,0.0,0.0,1009.6,9.5,331,3
2021-01-02 22:00:00,13.9,76,0.0,0.0,1009.6,10.0,347,2
2021-01-02 23:00:00,13.7,76,0.0,0.0,1009.3,9.4,356,2
2021-01-03 00:00:00,13.8,74,0.0,0.0,1008.7,8.5,348,3
2021-01-03 01:00:00,15.0,68,0.0,0.0,1008.2,4.8,318,3
2021-01-03 02:00:00,14.7,69,0.0,0.0,1007.8,3.4,252,3
2021-01-03 03:00:00,13.1,75,0.0,0.0,1007.6,5.0,240,3
2021-01-03 04:00:00,12.1,79,0.0,0.0,1007.2,6.0,237,1
2021-01-03 05:00:00,11.6,85,0.0,0.0,1008.2,5.4,228,1
2021-01-03 06:00:00,10.7,87,0.0,0.0,1008.7,6.2,216,1
2021-01-03 07:00:00,11.9,88,0.0,0.0,1009.5,3.1,216,2
2021-01-03 08:00:00,14.6,74,0.0,0.0,1010.4,1.1,270,2
2021-01-03 09:00:00,17.2,63,0.0,0.0,1010.7,2.2,90,3
2021-01-03 10:00:00,18.3,59,0.0,0.0,1010.4,3.0,104,3
2021-01-03 11:00:00,19.8,55,0.0,0.0,1009.6,2.4,63,3
2021-01-03 12:00:00,20.8,53,0.0,0.0,1008.5,2.5,45,3
2021-01-03 13:00:00,21.3,52,0.0,0.0,1007.6,1.5,76,3
2021-01-03 14:00:00,21.3,51,0.0,0.0,1007.0,2.3,129,2
2021-01-03 15:00:00,21.2,52,0.0,0.0,1006.8,2.1,121,1
2021-01-03 16:00:00,20.0,69,0.0,0.0,1006.8,3.0,76,1
2021-01-03 17:00:00,19.6,59,0.0,0.0,1006.6,2.1,239,2
2021-01-03 18:00:00,19.4,59,0.0,0.0,1007.1,2.9,7,1
2021-01-03 19:00:00,15.9,77,0.0,0.0,1007.7,7.5,17,1
2021-01-03 20:00:00,15.5,80,0.0,0.0,1008.3,6.8,25,1
2021-01-03 21:00:00,15.1,79,0.0,0.0,1008.8,7.7,37,1
2021-01-03 22:00:00,13.9,84,0.0,0.0,1008.8,10.7,45,0
2021-01-03 23:00:00,14.0,83,0.0,0.0,1008.4,10.0,64,0
2021-01-04 00:00:00,15.3,77,0.0,0.0,1007.9,7.6,85,0
2021-01-04 01:00:00,15.4,78,0.0,0.0,1008.0,5.9,137,0
2021-01-04 02:00:00,14.1,83,0.0,0.0,1007.9,6.0,163,0
2021-01-04 03:00:00,13.0,86,0.0,0.0,1007.8,6.5,174,0
2021-01-04 04:00:00,12.1,88,0.0,0.0,1007.8,7.6,172,0
2021-01-04 05:00:00,13.3,87,0.0,0.0,1009.0,4.9,197,2
2021-01-04 06:00:00,13.9,84,0.0,0.0,1009.6,3.0,194,2
2021-01-04 07:00:00,14.2,87,0.0,0.0,1010.6,1.5,45,2
2021-01-04 08:00:00,15.9,79,0.0,0.0,1011.3,3.2,117,0
2021-01-04 09:00:00,18.7,65,0.0,0.0,1011.9,3.9,124,1
2021-01-04 10:00:00,20.3,58,0.0,0.0,1011.2,5.0,111,0
2021-01-04 11:00:00,21.9,53,0.0,0.0,1010.2,4.7,99,0
2021-01-04 12:00:00,22.7,50,0.0,0.0,1009.0,5.1,98,0
2021-01-04 13:00:00,23.3,48,0.0,0.0,1008.0,4.3,85,0
2021-01-04 14:00:00,23.4,48,0.0,0.0,1007.5,5.2,78,0
2021-01-04 15:00:00,23.2,49,0.0,0.0,1007.5,3.8,73,0
2021-01-04 16:00:00,22.4,53,0.0,0.0,1007.6,2.3,108,0
2021-01-04 17:00:00,21.5,56,0.0,0.0,1007.5,3.1,159,0
2021-01-04 18:00:00,21.0,57,0.0,0.0,1008.1,2.9,187,3
2021-01-04 19:00:00,20.7,58,0.0,0.0,1008.5,0.8,243,3
2021-01-04 20:00:00,18.1,69,0.0,0.0,1008.7,3.6,323,3
2021-01-04 21:00:00,17.1,77,0.0,0.0,1009.0,4.4,351,3
2021-01-04 22:00:00,15.9,85,0.0,0.0,1009.1,8.3,18,2
2021-01-04 23:00:00,16.4,80,0.0,0.0,1008.8,6.6,41,2
2021-01-05 00:00:00,15.6,82,0.0,0.0,1008.6,7.2,354,3
2021-01-05 01:00:00,15.9,81,0.0,0.0,1008.4,5.9,346,3
2021-01-05 02:00:00,16.0,81,0.0,0.0,1008.3,4.5,346,3
2021-01-05 03:00:00,16.5,78,0.0,0.0,1008.5,2.6,344,3
2021-01-05 04:00:00,14.9,86,0.0,0.0,1008.4,6.1,360,2
2021-01-05 05:00:00,15.6,84,0.0,0.0,1008.7,4.1,38,2
2021-01-05 06:00:00,13.7,91,0.0,0.0,1009.3,6.7,164,1
2021-01-05 07:00:00,15.1,90,0.0,0.0,1010.4,2.8,230,2
2021-01-05 08:00:00,17.2,78,0.0,0.0,1011.3,3.0,284,2
2021-01-05 09:00:00,19.7,67,0.0,0.0,1011.4,2.3,219,1
2021-01-05 10:00:00,21.7,60,0.0,0.0,1010.9,2.9,300,2
2021-01-05 11:00:00,22.5,57,0.0,0.0,1010.3,3.6,315,3
2021-01-05 12:00:00,23.3,54,0.0,0.0,1009.4,2.7,247,3
2021-01-05 13:00:00,23.4,54,0.0,0.0,1008.6,4.8,243,2
2021-01-05 14:00:00,23.7,53,0.0,0.0,1008.0,6.2,260,3
2021-01-05 15:00:00,22.8,60,0.0,0.0,1007.8,7.0,282,3
2021-01-05 16:00:00,21.4,66,0.0,0.0,1008.1,7.3,281,3
2021-01-05 17:00:00,19.4,74,0.0,0.0,1007.0,7.9,254,3
2021-01-05 18:00:00,20.7,67,0.0,0.0,1007.7,7.6,265,3
2021-01-05 19:00:00,20.3,70,0.0,0.0,1008.2,6.6,261,3
2021-01-05 20:00:00,19.6,75,0.0,0.0,1008.2,5.1,231,3
2021-01-05 21:00:00,19.6,74,0.0,0.0,1008.7,8.2,247,3
2021-01-05 22:00:00,18.4,80,0.0,0.0,1008.4,5.8,292,3
2021-01-05 23:00:00,18.8,78,0.0,0.0,1008.5,8.8,325,3
2021-01-06 00:00:00,18.0,82,0.0,0.0,1008.1,5.4,318,3
2021-01-06 01:00:00,18.0,81,0.0,0.0,1007.6,5.1,266,3
2021-01-06 02:00:00,17.3,84,0.0,0.0,1007.0,6.5,273,3
2021-01-06 03:00:00,17.2,84,0.0,0.0,1006.7,5.9,281,3
2021-01-06 04:00:00,17.3,84,0.0,0.0,1006.6,5.8,300,3
2021-01-06 05:00:00,17.0,88,0.0,0.0,1007.3,6.2,263,2
2021-01-06 06:00:00,17.1,88,0.0,0.0,1007.8,6.5,273,2
2021-01-06 07:00:00,17.5,87,0.0,0.0,1008.3,6.8,288,3
2021-01-06 08:00:00,18.9,81,0.0,0.0,1008.8,5.4,290,2
2021-01-06 09:00:00,20.7,74,0.0,0.0,1009.1,4.6,252,2
2021-01-06 10:00:00,22.2,68,0.0,0.0,1008.5,8.4,230,3
2021-01-06 11:00:00,23.4,63,0.0,0.0,1007.6,8.4,250,3
2021-01-06 12:00:00,23.5,62,0.0,0.0,1006.4,9.0,254,3
2021-01-06 13:00:00,24.1,59,0.0,0.0,1005.3,10.3,258,3
2021-01-06 14:00:00,24.2,59,0.0,0.0,1004.9,11.1,257,3
2021-01-06 15:00:00,23.5,64,0.0,0.0,1004.3,8.0,265,2
2021-01-06 16:00:00,22.7,67,0.0,0.0,1004.1,7.6,275,2
2021-01-06 17:00:00,21.3,76,0.0,0.0,1003.9,8.1,225,1
2021-01-06 18:00:00,20.9,75,0.0,0.0,1004.3,9.7,231,0
2021-01-06 19:00:00,19.9,78,0.0,0.0,1004.9,11.0,238,0
2021-01-06 20:00:00,19.4,79,0.0,0.0,1005.3,11.3,243,0
2021-01-06 21:00:00,19.0,80,0.0,0.0,1005.7,11.2,255,0
2021-01-06 22:00:00,18.6,81,0.0,0.0,1005.9,10.5,264,0
2021-01-06 23:00:00,18.2,82,0.0,0.0,1005.8,10.5,264,0
2021-01-07 00:00:00,17.9,83,0.0,0.0,1005.5,10.4,272,0
2021-01-07 01:00:00,17.6,86,0.0,0.0,1005.0,10.4,272,0
2021-01-07 02:00:00,17.1,88,0.0,0.0,1004.3,9.7,266,0
2021-01-07 03:00:00,16.5,90,0.0,0.0,1004.2,8.6,268,0
2021-01-07 04:00:00,15.8,92,0.0,0.0,1004.3,7.6,262,0
2021-01-07 05:00:00,15.2,94,0.0,0.0,1004.7,7.0,282,0
2021-01-07 06:00:00,14.1,96,0.0,0.0,1005.3,9.5,281,0
2021-01-07 07:00:00,16.3,92,0.0,0.0,1006.3,7.3,261,0
2021-01-07 08:00:00,18.7,83,0.0,0.0,1007.3,8.1,257,0
2021-01-07 09:00:00,20.9,74,0.0,0.0,1007.8,9.2,259,0
2021-01-07 10:00:00,22.8,65,0.0,0.0,1007.6,10.0,257,0
2021-01-07 11:00:00,24.3,58,0.0,0.0,1006.7,10.8,266,0
2021-01-07 12:00:00,25.3,54,0.0,0.0,1005.6,11.9,273,0
2021-01-07 13:00:00,26.0,51,0.0,0.0,1004.7,12.7,278,0
2021-01-07 14:00:00,26.3,50,0.0,0.0,1004.0,12.8,280,0
2021-01-07 15:00:00,25.9,51,0.0,0.0,1003.8,12.0,277,0
2021-01-07 16:00:00,24.0,61,0.0,0.0,1003.7,7.6,265,0
2021-01-07 17:00:00,21.0,68,0.0,0.0,1004.0,8.3,252,0
2021-01-07 18:00:00,20.4,70,0.0,0.0,1004.5,8.2,247,0
2021-01-07 19:00:00,19.5,74,0.0,0.0,1005.0,8.7,246,0
2021-01-07 20:00:00,19.2,75,0.0,0.0,1005.5,9.4,252,0
2021-01-07 21:00:00,18.7,77,0.0,0.0,1005.7,9.7,255,0
2021-01-07 22:00:00,18.0,81,0.0,0.0,1005.8,9.1,261,0
2021-01-07 23:00:00,17.2,85,0.0,0.0,1005.7,8.3,272,0
2021-01-08 00:00:00,16.3,89,0.0,0.0,1005.4,7.4,284,0
2021-01-08 01:00:00,16.0,90,0.0,0.0,1005.2,7.0,305,0
2021-01-08 02:00:00,15.8,91,0.0,0.0,1004.5,7.4,317,0
2021-01-08 03:00:00,15.3,92,0.0,0.0,1004.5,7.4,321,0
2021-01-08 04:00:00,15.3,92,0.0,0.0,1004.8,7.4,317,0
2021-01-08 05:00:00,15.0,94,0.0,0.0,1005.1,9.2,318,0
2021-01-08 06:00:00,14.4,96,0.0,0.0,1005.9,10.0,308,0
2021-01-08 07:00:00,16.5,92,0.0,0.0,1007.2,5.2,254,0
2021-01-08 08:00:00,18.7,84,0.0,0.0,1008.3,6.4,243,0
2021-01-08 09:00:00,20.8,74,0.0,0.0,1008.9,6.9,261,0
2021-01-08 10:00:00,22.3,66,0.0,0.0,1008.9,7.7,281,0
2021-01-08 11:00:00,23.6,60,0.0,0.0,1008.1,8.1,283,0
2021-01-08 12:00:00,24.5,56,0.0,0.0,1006.8,8.7,287,0
2021-01-08 13:00:00,25.1,55,0.0,0.0,1005.8,9.2,281,0
2021-01-08 14:00:00,25.3,55,0.0,0.0,1005.3,9.8,276,0
2021-01-08 15:00:00,25.0,56,0.0,0.0,1004.8,9.7,272,0
2021-01-08 16:00:00,23.3,67,0.0,0.0,1004.5,5.4,278,0
2021-01-08 17:00:00,20.3,79,0.0,0.0,1004.6,9.1,279,0
2021-01-08 18:00:00,19.7,82,0.0,0.0,1005.1,8.4,250,0
2021-01-08 19:00:00,18.7,86,0.0,0.0,1005.7,7.7,229,0
2021-01-08 20:00:00,17.8,89,0.0,0.0,1006.5,8.1,257,0
2021-01-08 21:00:00,17.4,91,0.0,0.0,1006.8,8.0,280,2
2021-01-08 22:00:00,17.9,91,0.0,0.0,1006.8,6.5,289,0
2021-01-08 23:00:00,16.5,94,0.0,0.0,1006.8,9.1,304,0
2021-01-09 00:00:00,15.8,95,0.0,0.0,1006.2,8.7,318,2
2021-01-09 01:00:00,16.9,93,0.0,0.0,1006.2,6.0,327,3
2021-01-09 02:00:00,16.8,92,0.0,0.0,1006.1,5.6,315,1
2021-01-09 03:00:00,16.1,93,0.0,0.0,1005.8,6.1,310,1
2021-01-09 04:00:00,15.9,92,0.0,0.0,1005.9,6.6,292,3
2021-01-09 05:00:00,16.0,94,0.0,0.0,1006.1,6.2,260,3
2021-01-09 06:00:00,15.1,95,0.0,0.0,1006.6,5.8,266,1
2021-01-09 07:00:00,16.2,92,0.0,0.0,1007.0,7.2,276,1
2021-01-09 08:00:00,18.0,82,0.0,0.0,1007.8,8.0,252,3
2021-01-09 09:00:00,19.7,74,0.0,0.0,1008.2,9.2,249,1
2021-01-09 10:00:00,21.6,64,0.0,0.0,1007.8,10.5,266,1
2021-01-09 11:00:00,23.0,58,0.0,0.0,1006.9,11.2,285,2
2021-01-09 12:00:00,23.8,55,0.0,0.0,1005.7,13.0,284,3
2021-01-09 13:00:00,23.9,53,0.0,0.0,1004.6,14.1,283,2
2021-01-09 14:00:00,23.8,52,0.0,0.0,1004.0,14.6,280,3
2021-01-09 15:00:00,23.0,57,0.0,0.0,1003.6,12.6,275,2
2021-01-09 16:00:00,22.4,59,0.0,0.0,1003.9,12.6,268,1
2021-01-09 17:00:00,21.8,61,0.0,0.0,1003.7,10.0,244,2
2021-01-09 18:00:00,21.8,60,0.0,0.0,1004.5,12.6,243,3
2021-01-09 19:00:00,21.2,63,0.0,0.0,1005.3,11.1,257,2
2021-01-09 20:00:00,20.5,67,0.0,0.0,1005.7,10.4,268,3
2021-01-09 21:00:00,20.5,67,0.0,0.0,1005.7,10.8,272,3
2021-01-09 22:00:00,19.9,70,0.0,0.0,1005.7,10.2,278,1
2021-01-09 23:00:00,19.2,73,0.0,0.0,1005.5,9.4,266,1
2021-01-10 00:00:00,18.5,76,0.0,0.0,1005.5,9.3,257,3
2021-01-10 01:00:00,18.5,75,0.0,0.0,1005.5,10.2,252,2
2021-01-10 02:00:00,18.3,75,0.0,0.0,1004.9,10.2,247,2
2021-01-10 03:00:00,17.9,77,0.0,0.0,1004.8,9.7,255,1
2021-01-10 04:00:00,17.8,78,0.0,0.0,1004.8,10.0,244,0
2021-01-10 05:00:00,17.9,82,0.0,0.0,1005.3,10.3,241,1
2021-01-10 06:00:00,16.9,87,0.0,0.0,1005.9,10.5,239,1
2021-01-10 07:00:00,17.8,83,0.0,0.0,1006.8,13.0,246,0
2021-01-10 08:00:00,19.6,77,0.0,0.0,1007.5,13.6,253,0
2021-01-10 09:00:00,21.2,72,0.0,0.0,1007.8,13.8,263,0
2021-01-10 10:00:00,22.7,68,0.0,0.0,1007.6,14.8,270,0
2021-01-10 11:00:00,23.9,64,0.0,0.0,1006.7,15.2,274,0
2021-01-10 12:00:00,24.9,60,0.0,0.0,1005.4,15.3,278,0
2021-01-10 13:00:00,25.7,57,0.0,0.0,1004.4,16.2,282,0
2021-01-10 14:00:00,26.0,55,0.0,0.0,1003.6,16.5,281,0
2021-01-10 15:00:00,25.9,54,0.0,0.0,1003.0,15.3,278,0
2021-01-10 16:00:00,24.7,60,0.0,0.0,1003.0,10.2,278,0
2021-01-10 17:00:00,22.2,69,0.0,0.0,1003.1,8.7,263,0
2021-01-10 18:00:00,21.5,73,0.0,0.0,1003.7,9.3,257,0
2021-01-10 19:00:00,21.0,77,0.0,0.0,1004.7,9.4,266,0
2021-01-10 20:00:00,20.3,81,0.0,0.0,1005.0,9.0,270,0
2021-01-10 21:00:00,19.6,84,0.0,0.0,1005.4,8.3,272,0
2021-01-10 22:00:00,19.1,86,0.0,0.0,1005.6,8.7,277,0
2021-01-10 23:00:00,18.8,88,0.0,0.0,1005.4,9.6,283,0
2021-01-11 00:00:00,18.5,88,0.0,0.0,1005.3,10.3,282,0
2021-01-11 01:00:00,18.0,90,0.0,0.0,1005.3,10.2,280,0
2021-01-11 02:00:00,17.5,91,0.0,0.0,1005.2,10.6,280,0
2021-01-11 03:00:00,17.1,91,0.0,0.0,1005.4,10.5,278,0
2021-01-11 04:00:00,16.5,91,0.0,0.0,1005.5,10.9,279,0
2021-01-11 05:00:00,16.4,93,0.0,0.0,1006.2,11.2,268,0
2021-01-11 06:00:00,15.8,93,0.0,0.0,1006.9,9.8,262,0
2021-01-11 07:00:00,16.4,91,0.0,0.0,1008.0,11.4,257,0
2021-01-11 08:00:00,17.9,82,0.0,0.0,1009.2,12.3,255,0
2021-01-11 09:00:00,19.5,72,0.0,0.0,1009.9,13.0,264,0
2021-01-11 10:00:00,20.9,63,0.0,0.0,1009.7,13.0,270,0
2021-01-11 11:00:00,22.1,57,0.0,0.0,1008.9,13.0,273,0
2021-01-11 12:00:00,23.0,54,0.0,0.0,1007.6,13.7,275,0
2021-01-11 13:00:00,23.5,52,0.0,0.0,1006.6,14.6,280,0
2021-01-11 14:00:00,23.6,49,0.0,0.0,1006.1,14.8,283,0
2021-01-11 15:00:00,23.2,46,0.0,0.0,1005.8,14.1,285,0
2021-01-11 16:00:00,21.6,51,0.0,0.0,1005.8,9.4,293,0
2021-01-11 17:00:00,18.7,58,0.0,0.0,1006.2,8.4,295,0
2021-01-11 18:00:00,17.7,59,0.0,0.0,1006.9,8.6,292,0
2021-01-11 19:00:00,16.5,62,0.0,0.0,1007.7,7.6,289,0
2021-01-11 20:00:00,15.0,69,0.0,0.0,1008.5,8.7,287,0
2021-01-11 21:00:00,14.3,73,0.0,0.0,1008.8,8.9,297,0
2021-01-11 22:00:00,13.4,80,0.0,0.0,1008.9,10.0,311,0
2021-01-11 23:00:00,12.7,84,0.0,0.0,1008.7,10.5,322,0
2021-01-12 00:00:00,12.3,86,0.0,0.0,1008.6,10.0,319,0
2021-01-12 01:00:00,12.2,88,0.0,0.0,1008.3,7.9,300,0
2021-01-12 02:00:00,12.2,91,0.0,0.0,1008.1,6.8,295,0
2021-01-12 03:00:00,11.7,93,0.0,0.0,1007.8,6.7,286,0
2021-01-12 04:00:00,11.6,94,0.0,0.0,1008.0,6.9,276,0
2021-01-12 05:00:00,11.8,97,0.0,0.0,1008.8,6.4,286,0
2021-01-12 06:00:00,11.7,98,0.0,0.0,1009.2,6.2,280,1
2021-01-12 07:00:00,12.4,97,0.0,0.0,1009.7,7.6,262,2
2021-01-12 08:00:00,13.6,91,0.0,0.0,1010.9,7.6,273,3
2021-01-12 09:00:00,15.3,82,0.0,0.0,1011.6,9.2,291,0
2021-01-12 10:00:00,16.8,65,0.0,0.0,1011.3,11.6,292,0
2021-01-12 11:00:00,17.7,54,0.0,0.0,1010.7,13.6,281,0
2021-01-12 12:00:00,18.3,49,0.0,0.0,1009.4,13.8,279,0
2021-01-12 13:00:00,18.8,46,0.0,0.0,1008.3,14.2,279,0
2021-01-12 14:00:00,18.9,44,0.0,0.0,1007.4,14.3,280,0
2021-01-12 15:00:00,18.6,43,0.0,0.0,1007.0,14.1,285,0
2021-01-12 16:00:00,17.4,47,0.0,0.0,1007.1,11.1,295,0
2021-01-12 17:00:00,14.9,59,0.0,0.0,1007.3,8.7,300,0
2021-01-12 18:00:00,14.3,62,0.0,0.0,1007.7,8.2,285,0
2021-01-12 19:00:00,13.1,71,0.0,0.0,1008.3,7.4,284,0
2021-01-12 20:00:00,11.8,83,0.0,0.0,1008.8,9.4,293,0
2021-01-12 21:00:00,11.2,87,0.0,0.0,1009.0,9.8,276,0
2021-01-12 22:00:00,10.9,87,0.0,0.0,1009.1,9.7,272,0
2021-01-12 23:00:00,11.0,87,0.0,0.0,1008.9,9.0,265,0
2021-01-13 00:00:00,11.2,86,0.0,0.0,1008.6,7.1,255,0
2021-01-13 01:00:00,11.4,84,0.0,0.0,1008.5,7.5,253,0
2021-01-13 02:00:00,11.2,82,0.0,0.0,1008.4,8.7,253,0
2021-01-13 03:00:00,10.8,82,0.0,0.0,1008.2,10.0,257,0
2021-01-13 04:00:00,10.3,84,0.0,0.0,1008.5,9.9,260,0
2021-01-13 05:00:00,10.1,91,0.0,0.0,1008.7,9.2,239,0
2021-01-13 06:00:00,9.5,93,0.0,0.0,1009.4,7.4,231,0
2021-01-13 07:00:00,10.4,89,0.0,0.0,1009.9,9.4,223,0
2021-01-13 08:00:00,12.7,78,0.0,0.0,1010.9,8.9,243,0
2021-01-13 09:00:00,15.0,67,0.0,0.0,1011.4,9.4,263,0
2021-01-13 10:00:00,16.5,58,0.0,0.0,1011.0,12.5,282,0
2021-01-13 11:00:00,17.4,54,0.0,0.0,1010.0,13.4,290,0
2021-01-13 12:00:00,18.2,51,0.0,0.0,1008.8,13.3,289,0
2021-01-13 13:00:00,18.6,48,0.0,0.0,1007.6,12.8,286,0
2021-01-13 14:00:00,18.8,47,0.0,0.0,1006.8,12.3,285,0
2021-01-13 15:00:00,18.5,48,0.0,0.0,1006.3,11.4,283,0
2021-01-13 16:00:00,17.6,54,0.0,0.0,1006.3,6.8,288,0
2021-01-13 17:00:00,14.5,69,0.0,0.0,1006.2,10.5,292,0
2021-01-13 18:00:00,13.8,73,0.0,0.0,1006.9,11.0,311,0
2021-01-13 19:00:00,14.4,71,0.0,0.0,1007.7,8.4,310,0
2021-01-13 20:00:00,15.6,66,0.0,0.0,1008.6,6.4,297,0
2021-01-13 21:00:00,15.0,70,0.0,0.0,1009.1,6.4,313,0
2021-01-13 22:00:00,14.1,75,0.0,0.0,1009.3,7.2,307,0
2021-01-13 23:00:00,13.1,78,0.0,0.0,1009.2,8.3,288,0
2021-01-14 00:00:00,12.4,79,0.0,0.0,1009.0,10.1,287,0
2021-01-14 01:00:00,11.5,82,0.0,0.0,1008.8,10.9,304,0
2021-01-14 02:00:00,11.0,85,0.0,0.0,1008.4,10.9,316,0
2021-01-14 03:00:00,10.4,87,0.0,0.0,1008.4,9.7,272,0
2021-01-14 04:00:00,9.8,90,0.0,0.0,1008.4,7.6,251,0
2021-01-14 05:00:00,8.6,93,0.0,0.0,1008.9,8.0,243,0
2021-01-14 06:00:00,8.0,95,0.0,0.0,1009.3,8.5,242,0
2021-01-14 07:00:00,10.3,89,0.0,0.0,1010.3,5.7,252,0
2021-01-14 08:00:00,12.5,81,0.0,0.0,1011.3,4.7,266,0
2021-01-14 09:00:00,14.9,72,0.0,0.0,1012.0,5.1,274,0
2021-01-14 10:00:00,16.8,64,0.0,0.0,1011.6,6.3,283,0
2021-01-14 11:00:00,18.0,58,0.0,0.0,1010.6,7.9,286,0
2021-01-14 12:00:00,18.6,55,0.0,0.0,1009.3,8.6,292,0
2021-01-14 13:00:00,19.0,52,0.0,0.0,1008.2,8.9,291,0
2021-01-14 14:00:00,19.1,51,0.0,0.0,1007.4,8.9,291,0
2021-01-14 15:00:00,18.8,51,0.0,0.0,1007.1,9.4,293,0
2021-01-14 16:00:00,17.7,58,0.0,0.0,1007.1,6.7,306,0
2021-01-14 17:00:00,14.3,76,0.0,0.0,1006.9,10.0,300,0
2021-01-14 18:00:00,14.1,75,0.0,0.0,1007.3,7.4,284,0
2021-01-14 19:00:00,13.4,76,0.0,0.0,1007.6,7.5,287,0
2021-01-14 20:00:00,12.6,78,0.0,0.0,1008.1,8.7,287,0
2021-01-14 21:00:00,12.2,79,0.0,0.0,1008.3,9.4,277,0
2021-01-14 22:00:00,11.5,84,0.0,0.0,1008.4,8.3,265,0
2021-01-14 23:00:00,10.6,88,0.0,0.0,1008.2,8.3,265,0
2021-01-15 00:00:00,10.2,90,0.0,0.0,1007.8,8.6,268,0
2021-01-15 01:00:00,9.9,91,0.0,0.0,1007.3,9.0,272,0
2021-01-15 02:00:00,9.5,93,0.0,0.0,1006.7,9.7,268,0
2021-01-15 03:00:00,9.6,93,0.0,0.0,1006.5,8.6,268,0
2021-01-15 04:00:00,9.2,95,0.0,0.0,1006.7,9.0,286,0
2021-01-15 05:00:00,9.5,97,0.0,0.0,1007.3,6.5,270,0
2021-01-15 06:00:00,8.4,98,0.0,0.0,1007.9,7.8,257,0
2021-01-15 07:00:00,10.6,94,0.0,0.0,1008.7,6.2,249,0
2021-01-15 08:00:00,12.2,86,0.0,0.0,1009.5,4.8,257,0
2021-01-15 09:00:00,14.2,79,0.0,0.0,1010.1,4.1,255,0
2021-01-15 10:00:00,16.1,71,0.0,0.0,1010.1,3.2,270,0
2021-01-15 11:00:00,17.4,65,0.0,0.0,1009.1,2.9,263,0
